# This file contains all populations of all generations.
RS#	Cum.Gen	Index	Objective1	Objective2	Rank	CrowdingDistance	RealVar1	RealVar2	RealVar3	RealVar4	RealVar5	RealVar6	RealVar7
0	25	21	-8.983416e-01	-8.787157e-01	1	4.022588e-02	1.441524e-01	3.339003e-01	2.352476e-01	2.097537e+00	4.294670e+00	1.002566e-04	8.736165e-01	
0	25	22	-8.927814e-01	-8.896129e-01	1	3.299953e-02	1.597299e-01	1.073590e-01	2.252313e-01	2.728759e+00	4.294670e+00	1.007656e-04	8.740401e-01	
0	25	23	-6.986092e-01	-9.246834e-01	1	2.975649e-02	3.674317e-01	1.102736e-01	2.354144e-01	2.964571e+00	4.297756e+00	1.704925e-04	8.750499e-01	
0	25	24	-3.094151e-01	-9.446212e-01	1	2.678404e-02	6.809877e-01	1.102731e-01	2.879761e-01	4.323364e+00	1.082232e+01	1.243407e-04	1.240751e+00	
0	25	25	-8.868988e-01	-8.979146e-01	1	2.507552e-02	1.700406e-01	1.102731e-01	2.265490e-01	2.728759e+00	4.294670e+00	1.006774e-04	8.740401e-01	
0	25	26	-7.049037e-01	-9.194615e-01	1	2.479956e-02	3.673808e-01	1.102923e-01	2.200025e-01	2.979924e+00	4.297756e+00	1.704925e-04	8.746300e-01	
0	25	27	-8.897502e-01	-8.943702e-01	1	1.965344e-02	1.650201e-01	1.241482e-01	2.263569e-01	2.728759e+00	4.294670e+00	1.006774e-04	8.740401e-01	
0	25	28	-9.064522e-01	-8.125528e-01	1	1.780666e-02	1.101586e-01	3.658713e-01	2.346561e-01	3.019173e+00	4.289832e+00	1.029529e-04	8.772830e-01	
0	25	29	-6.538375e-01	-9.331536e-01	1	1.767888e-02	3.970724e-01	1.102199e-01	2.595299e-01	3.038591e+00	4.149168e+00	1.767247e-04	8.750464e-01	
0	25	30	-8.895813e-01	-8.944869e-01	1	1.466684e-02	1.667374e-01	1.073782e-01	2.193827e-01	2.734172e+00	4.297756e+00	1.001994e-04	8.750499e-01	
0	25	31	-2.132766e-01	-9.503517e-01	1	1.335899e-02	7.517974e-01	6.067533e-01	2.976953e-01	4.653820e+00	1.008201e+01	3.669717e-04	8.746700e-01	
0	25	32	-8.847218e-01	-9.005498e-01	1	1.328286e-02	1.698186e-01	3.427521e-01	2.352574e-01	2.728759e+00	4.294670e+00	1.000233e-04	8.740570e-01	
0	30	1	-9.064983e-01	-8.110465e-01	1	1.000000e+14	1.103286e-01	1.127930e-01	2.265719e-01	2.373510e+00	4.298117e+00	1.032073e-04	8.736722e-01	
0	30	2	-2.069416e-01	-9.504170e-01	1	1.000000e+14	7.575677e-01	6.068722e-01	2.978265e-01	4.697005e+00	9.988007e+00	3.654323e-04	8.750486e-01	
0	30	3	-3.810865e-01	-9.413615e-01	1	2.181468e-01	6.211476e-01	1.201254e-01	2.816193e-01	4.288107e+00	1.077018e+01	1.018199e-04	1.240751e+00	
0	30	4	-6.435646e-01	-9.342626e-01	1	2.143030e-01	4.060176e-01	1.102823e-01	2.595299e-01	3.038643e+00	4.149168e+00	1.768345e-04	8.750464e-01	
0	30	5	-7.052099e-01	-9.197723e-01	1	1.352322e-01	3.673808e-01	1.102728e-01	2.192005e-01	2.936746e+00	4.297756e+00	1.695993e-04	8.750379e-01	
0	30	6	-9.064447e-01	-8.401268e-01	1	1.212373e-01	1.088389e-01	1.241481e-01	2.264056e-01	2.887499e+00	4.092984e+00	1.007237e-04	8.555667e-01	
0	30	7	-8.469878e-01	-9.164993e-01	1	1.130838e-01	2.218298e-01	3.410295e-01	2.282123e-01	2.363091e+00	4.292675e+00	1.013709e-04	8.809042e-01	
0	30	8	-2.333350e-01	-9.470133e-01	1	8.510379e-02	7.473102e-01	1.550291e-01	2.893930e-01	4.652240e+00	9.775435e+00	3.616991e-04	8.750616e-01	
0	30	9	-9.054641e-01	-8.446342e-01	1	8.302117e-02	1.220580e-01	1.241615e-01	2.345414e-01	6.378460e+00	1.056375e+01	1.006774e-04	8.750305e-01	
0	30	10	-9.051585e-01	-8.630119e-01	1	8.247496e-02	1.256982e-01	1.015213e-01	2.162337e-01	3.065485e+00	4.135122e+00	1.002655e-04	8.571234e-01	
0	30	11	-3.014944e-01	-9.454827e-01	1	6.295923e-02	6.809877e-01	1.201254e-01	3.003543e-01	4.338477e+00	1.076187e+01	1.249997e-04	1.240751e+00	
0	30	12	-9.047554e-01	-8.674822e-01	1	4.557153e-02	1.261816e-01	3.339003e-01	2.282015e-01	2.095223e+00	4.074001e+00	1.002535e-04	8.581138e-01	
0	30	13	-8.897502e-01	-8.943702e-01	1	4.300878e-02	1.650201e-01	1.241482e-01	2.263569e-01	2.728759e+00	4.294670e+00	1.006774e-04	8.740401e-01	
0	30	14	-8.758224e-01	-9.101931e-01	1	3.962394e-02	1.860145e-01	3.916534e-01	2.231641e-01	2.096727e+00	4.075996e+00	1.002574e-04	8.580948e-01	
0	30	15	-3.342045e-01	-9.443306e-01	1	3.916712e-02	6.565859e-01	2.480099e-01	2.879761e-01	2.652240e+00	4.587005e+00	1.243407e-04	1.234704e+00	
0	30	16	-3.604238e-01	-9.438660e-01	1	3.908424e-02	6.353859e-01	1.227256e-01	2.885664e-01	5.951519e+00	1.103965e+01	1.023464e-04	1.269298e+00	
0	30	17	-8.954487e-01	-8.934585e-01	1	3.880532e-02	1.556841e-01	1.015213e-01	2.164786e-01	2.977604e+00	4.135122e+00	1.002655e-04	8.576787e-01	
0	30	18	-8.871730e-01	-9.037981e-01	1	3.761053e-02	1.718726e-01	1.021224e-01	2.133804e-01	3.162147e+00	1.095860e+01	1.002797e-04	8.538330e-01	
0	30	19	-8.996483e-01	-8.855255e-01	1	3.745293e-02	1.456880e-01	1.102593e-01	2.163720e-01	2.113223e+00	4.135610e+00	1.002566e-04	8.570038e-01	
0	30	20	-8.512749e-01	-9.156519e-01	1	3.715923e-02	2.190136e-01	1.241482e-01	2.262908e-01	6.378460e+00	1.069955e+01	1.006774e-04	8.750305e-01	
0	30	21	-9.034297e-01	-8.753701e-01	1	3.600020e-02	1.337870e-01	1.052925e-01	2.164293e-01	3.065485e+00	4.135122e+00	1.002207e-04	8.539266e-01	
0	30	22	-6.734448e-01	-9.325567e-01	1	3.336407e-02	3.776924e-01	1.237228e-01	2.642100e-01	2.953530e+00	3.630497e+00	1.632832e-04	8.746695e-01	
0	30	23	-9.029720e-01	-8.771616e-01	1	3.314461e-02	1.355299e-01	1.020651e-01	2.160078e-01	3.065485e+00	4.135122e+00	1.002207e-04	8.539266e-01	
0	30	24	-9.002154e-01	-8.839685e-01	1	3.238156e-02	1.441524e-01	1.105734e-01	2.163720e-01	2.097537e+00	4.140550e+00	1.002566e-04	8.572150e-01	
0	30	25	-2.070270e-01	-9.503842e-01	1	3.107521e-02	7.575677e-01	6.068722e-01	2.976953e-01	4.653820e+00	9.988007e+00	3.645384e-04	8.750366e-01	
0	30	26	-6.986676e-01	-9.246447e-01	1	2.892602e-02	3.674317e-01	1.102736e-01	2.352766e-01	2.980534e+00	4.297756e+00	1.704925e-04	8.750499e-01	
0	30	27	-3.094151e-01	-9.446212e-01	1	2.751262e-02	6.809877e-01	1.102731e-01	2.879761e-01	4.323364e+00	1.082232e+01	1.243407e-04	1.240751e+00	
0	30	28	-8.779569e-01	-9.058834e-01	1	2.661455e-02	1.807777e-01	5.911430e-01	2.263774e-01	4.764659e+00	4.304249e+00	1.006774e-04	8.750510e-01	
0	30	29	-6.538375e-01	-9.331536e-01	1	2.624419e-02	3.970724e-01	1.102199e-01	2.595299e-01	3.038591e+00	4.149168e+00	1.767247e-04	8.750464e-01	
0	30	30	-6.862321e-01	-9.303075e-01	1	2.469146e-02	3.657414e-01	3.315306e-01	2.600997e-01	2.940210e+00	4.152376e+00	1.685276e-04	8.751881e-01	
0	30	31	-3.793530e-01	-9.424310e-01	1	2.375361e-02	6.225623e-01	1.242832e-01	2.814989e-01	5.887770e+00	1.095860e+01	1.023931e-04	1.267154e+00	
0	30	32	-6.890672e-01	-9.287866e-01	1	2.243396e-02	3.657414e-01	1.107848e-01	2.603485e-01	2.972000e+00	4.152376e+00	1.704944e-04	8.751881e-01	
0	37	1	-9.028070e-01	-8.791334e-01	1	3.469932e-02	1.355299e-01	1.585424e-01	2.226775e-01	3.005683e+00	4.240191e+00	1.002207e-04	8.539266e-01	
0	37	2	-9.059829e-01	-8.448662e-01	1	1.000000e+14	1.173338e-01	3.483742e-01	2.160078e-01	1.661578e+01	1.316774e+01	1.002207e-04	8.647136e-01	
0	37	3	-9.005994e-01	-8.825604e-01	1	2.900132e-02	1.355299e-01	1.580195e-01	2.464959e-01	2.203101e+00	4.135122e+00	1.002207e-04	8.536519e-01	
0	37	4	-9.005855e-01	-8.859189e-01	1	3.648167e-01	1.401145e-01	7.344791e-01	2.159450e-01	2.471320e+00	4.260450e+00	1.002047e-04	8.534103e-01	
0	37	5	-8.257192e-01	-9.105116e-01	1	1.000000e+14	2.465479e-01	3.916534e-01	2.231669e-01	2.096727e+00	4.038674e+00	1.020295e-04	8.580948e-01	
0	37	6	-9.034832e-01	-8.707148e-01	1	2.653860e-01	1.321006e-01	1.007862e-01	2.071168e-01	2.203101e+00	4.135122e+00	1.002207e-04	8.536519e-01	
0	37	7	-9.021470e-01	-8.811274e-01	1	3.652023e-02	1.355299e-01	7.344791e-01	2.160078e-01	1.661578e+01	1.317257e+01	1.002207e-04	8.539266e-01	
0	37	8	-8.758224e-01	-9.101931e-01	1	6.536923e-01	1.860145e-01	3.916534e-01	2.231641e-01	2.096727e+00	4.075996e+00	1.002574e-04	8.580948e-01	
0	37	9	-9.007710e-01	-8.822630e-01	1	1.722100e-02	1.355299e-01	1.002291e-01	2.462746e-01	2.203101e+00	4.135122e+00	1.002207e-04	8.536519e-01	
0	37	10	-9.007710e-01	-8.822630e-01	1	3.334768e-03	1.355299e-01	1.002291e-01	2.462746e-01	2.203101e+00	4.135122e+00	1.002207e-04	8.536519e-01	
0	37	11	-9.029734e-01	-8.772476e-01	1	6.833394e-02	1.355299e-01	1.020651e-01	2.163306e-01	3.005683e+00	4.240191e+00	1.002207e-04	8.539266e-01	
0	37	12	-8.758224e-01	-9.101622e-01	2	1.000000e+14	1.860145e-01	3.916534e-01	2.231641e-01	2.199088e+00	4.070309e+00	1.002574e-04	8.584953e-01	
0	37	13	-9.029728e-01	-8.620566e-01	2	4.235101e-01	1.355299e-01	1.022603e-01	2.162365e-01	1.857182e+00	7.738505e+00	1.002205e-04	8.733982e-01	
0	37	14	-9.007710e-01	-8.813254e-01	2	6.758228e-02	1.355299e-01	1.002291e-01	2.462746e-01	1.635445e+01	4.135122e+00	1.007551e-04	8.536519e-01	
0	37	15	-9.029720e-01	-8.771616e-01	2	1.035253e-01	1.355299e-01	1.020651e-01	2.160078e-01	3.065485e+00	4.135122e+00	1.002207e-04	8.539266e-01	
0	37	16	-9.005855e-01	-8.850039e-01	2	5.246622e-01	1.401145e-01	7.344791e-01	2.159450e-01	1.661578e+01	4.260450e+00	1.007391e-04	8.534103e-01	
0	37	17	-9.051052e-01	-7.640318e-01	2	1.000000e+14	1.195819e-01	4.300836e-01	2.055576e-01	3.447652e+00	2.432975e+00	1.229253e-04	8.538151e-01	
0	37	18	-9.006550e-01	-8.806185e-01	3	4.763668e-01	1.420547e-01	1.145917e-01	2.032852e-01	2.100740e+00	1.258815e+00	1.002208e-04	8.532514e-01	
0	37	19	-9.029105e-01	-8.680530e-01	3	5.583325e-01	1.355299e-01	1.020651e-01	2.121646e-01	3.065485e+00	4.005118e+00	1.002207e-04	8.647248e-01	
0	37	20	-9.048836e-01	3.017343e+00	3	1.000000e+14	1.163649e-01	3.607836e-01	2.481867e-01	3.065485e+00	1.351560e+01	2.392575e-04	1.031130e+00	
0	37	21	-8.708121e-01	-9.098606e-01	3	1.000000e+14	1.860145e-01	3.916534e-01	2.468553e-01	9.471499e+00	4.075996e+00	1.002577e-04	8.580948e-01	
0	37	22	-8.264892e-01	-9.092759e-01	4	1.000000e+14	2.447372e-01	7.344560e-01	2.159450e-01	1.663932e+01	4.260450e+00	1.007391e-04	8.581924e-01	
0	37	23	-8.299099e-01	-8.862090e-01	4	4.761136e-01	2.419633e-01	3.916534e-01	2.233160e-01	2.096727e+00	1.295053e+01	1.476583e-04	8.586112e-01	
0	37	24	-9.043764e-01	3.894828e+03	4	1.000000e+14	1.170473e-01	6.569592e-01	2.481867e-01	3.065485e+00	3.739127e+00	8.871935e-03	8.501835e-01	
0	37	25	-9.028954e-01	-8.640060e-01	4	5.100484e-01	1.355299e-01	1.016545e-01	2.223621e-01	1.857182e+00	7.738505e+00	1.002205e-04	8.733982e-01	
0	37	26	-9.028103e-01	-8.645247e-01	4	1.438456e-02	1.355299e-01	1.584205e-01	2.225834e-01	1.857182e+00	7.738505e+00	1.002205e-04	8.733982e-01	
0	37	27	-9.006550e-01	-8.803700e-01	4	4.541512e-01	1.420547e-01	1.145917e-01	2.032852e-01	2.203101e+00	1.253082e+00	1.002207e-04	8.536519e-01	
0	37	28	-9.006550e-01	-8.803700e-01	4	1.383809e-02	1.420547e-01	1.145917e-01	2.032852e-01	2.203101e+00	1.253082e+00	1.002207e-04	8.536519e-01	
0	37	29	-9.043500e-01	7.046092e+03	5	1.000000e+14	1.166599e-01	7.210593e-01	2.481867e-01	3.065485e+00	1.351560e+01	8.871935e-03	1.031130e+00	
0	37	30	-9.006311e-01	-8.779106e-01	5	1.000000e+14	1.355299e-01	1.584205e-01	2.462746e-01	1.789305e+00	7.789770e+00	1.006274e-04	8.601807e-01	
0	37	31	-9.038145e-01	6.807625e+03	5	7.265950e-01	1.166599e-01	7.210593e-01	2.520299e-01	3.065485e+00	1.466707e+01	8.871935e-03	1.021742e+00	
0	37	32	-9.026594e-01	9.073749e+00	5	6.491563e-01	1.360186e-01	1.483004e-01	2.231641e-01	2.292754e+00	4.075996e+00	5.269206e-04	8.581990e-01	
0	42	1	-9.063917e-01	-8.529073e-01	1	1.000000e+14	1.153143e-01	1.419881e-01	2.231670e-01	2.105782e+00	3.437170e+00	1.003051e-04	8.541096e-01	
0	42	2	-8.294111e-01	-9.121251e-01	1	1.000000e+14	2.448184e-01	1.035048e-01	2.237347e-01	2.099474e+00	1.247823e+00	1.028075e-04	8.579244e-01	
0	42	3	-8.994498e-01	-8.886543e-01	1	3.317986e-01	1.420619e-01	7.194807e-01	2.233854e-01	1.674496e+01	1.342941e+01	1.002207e-04	8.539429e-01	
0	42	4	-8.777878e-01	-9.091770e-01	1	3.197760e-01	1.846121e-01	3.918423e-01	2.160078e-01	8.134967e+00	6.742206e-01	1.002207e-04	8.583987e-01	
0	42	5	-8.738438e-01	-9.110559e-01	1	2.977118e-01	1.865632e-01	7.053729e-01	2.233384e-01	3.046045e+00	4.760173e+00	1.002214e-04	8.539770e-01	
0	42	6	-9.046005e-01	-8.714129e-01	1	1.018529e-01	1.286396e-01	1.008339e-01	2.237347e-01	2.038953e+00	1.247823e+00	1.001918e-04	8.537009e-01	
0	42	7	-9.059014e-01	-8.621957e-01	1	8.851374e-02	1.211826e-01	1.303885e-01	2.231624e-01	2.215853e+00	3.443907e+00	1.002581e-04	8.534103e-01	
0	42	8	-9.059436e-01	-8.587555e-01	1	6.782641e-02	1.208705e-01	1.187837e-01	2.231641e-01	2.206474e+00	3.437170e+00	1.002574e-04	8.567769e-01	
0	42	9	-9.062339e-01	-8.541532e-01	1	4.229634e-02	1.165093e-01	3.916534e-01	2.231641e-01	2.206474e+00	3.437170e+00	1.002574e-04	8.566784e-01	
0	42	10	-9.042055e-01	-8.729541e-01	1	4.105872e-02	1.302722e-01	1.419881e-01	2.231670e-01	2.108293e+00	3.871386e+00	1.003074e-04	8.541096e-01	
0	42	11	-9.037952e-01	-8.756562e-01	1	3.684902e-02	1.321006e-01	1.007862e-01	2.235336e-01	3.087901e+00	4.132637e+00	1.000936e-04	8.536504e-01	
0	42	12	-9.007562e-01	-8.855595e-01	1	3.300678e-02	1.420547e-01	1.059527e-01	2.228365e-01	1.144854e+00	1.206606e+00	1.003000e-04	8.532466e-01	
0	42	13	-9.018333e-01	-8.826409e-01	1	3.189023e-02	1.355299e-01	7.344791e-01	2.233854e-01	1.661578e+01	1.342941e+01	1.002207e-04	8.539266e-01	
0	42	14	-9.059088e-01	-8.619361e-01	1	2.932075e-02	1.211624e-01	1.134111e-01	2.228365e-01	1.591025e+00	1.206606e+00	1.002992e-04	8.533045e-01	
0	42	15	-9.001773e-01	-8.871035e-01	1	2.354635e-02	1.420547e-01	4.037267e-01	2.228365e-01	1.618874e+00	3.886932e+00	1.003000e-04	8.532514e-01	
0	42	16	-9.030012e-01	-8.789766e-01	1	1.979760e-02	1.321006e-01	6.809517e-01	2.235238e-01	3.089195e+00	4.755191e+00	1.000936e-04	8.540091e-01	
0	42	17	-9.030608e-01	-8.769713e-01	1	1.901785e-02	1.349812e-01	1.588826e-01	2.161563e-01	2.159349e+00	4.277032e+00	1.002220e-04	8.539369e-01	
0	42	18	-8.739757e-01	-9.110198e-01	1	1.663301e-02	1.863076e-01	7.155171e-01	2.233384e-01	3.046045e+00	4.798415e+00	1.002214e-04	8.539752e-01	
0	42	19	-9.026552e-01	-8.798388e-01	1	1.628239e-02	1.361455e-01	1.293199e-01	2.230010e-01	1.541568e+01	1.313425e+01	1.003002e-04	8.534101e-01	
0	42	20	-9.018410e-01	-8.826171e-01	1	1.470997e-02	1.355299e-01	7.304035e-01	2.233815e-01	1.577050e+01	4.775881e+00	1.002207e-04	8.539266e-01	
0	42	21	-8.776265e-01	-9.097394e-01	1	1.470161e-02	1.846121e-01	3.918423e-01	2.173066e-01	8.134967e+00	4.133421e+00	1.002208e-04	8.535513e-01	
0	42	22	-9.021459e-01	-8.811392e-01	1	1.456483e-02	1.355299e-01	7.344791e-01	2.160588e-01	1.661578e+01	4.758503e+00	1.002207e-04	8.539266e-01	
0	42	23	-9.024076e-01	-8.809237e-01	1	1.418088e-02	1.355227e-01	4.187252e-01	2.228365e-01	1.269927e+00	3.886932e+00	1.003000e-04	8.532352e-01	
0	42	24	-9.031463e-01	-8.765035e-01	1	1.417485e-02	1.348281e-01	1.161180e-01	2.161018e-01	2.102300e+00	4.036249e+00	1.002220e-04	8.539369e-01	
0	42	25	-9.004117e-01	-8.866056e-01	1	1.265357e-02	1.395507e-01	7.344791e-01	2.231625e-01	2.469841e+00	4.208291e+00	1.003002e-04	8.534103e-01	
0	42	26	-8.755599e-01	-9.103956e-01	1	1.199953e-02	1.865632e-01	3.610216e-01	2.233354e-01	3.040215e+00	4.080423e+00	1.002214e-04	8.565458e-01	
0	42	27	-9.063909e-01	-8.534791e-01	1	9.993090e-03	1.153143e-01	1.293199e-01	2.231670e-01	2.105782e+00	3.437170e+00	1.003002e-04	8.534101e-01	
0	42	28	-9.005855e-01	-8.859189e-01	1	9.701813e-03	1.401145e-01	7.344791e-01	2.159450e-01	2.471320e+00	4.260450e+00	1.002047e-04	8.534103e-01	
0	42	29	-8.767195e-01	-9.100964e-01	1	9.167160e-03	1.865632e-01	1.183354e-01	2.233384e-01	3.046045e+00	4.075195e+00	1.002214e-04	8.539770e-01	
0	42	30	-8.758224e-01	-9.101931e-01	1	9.077298e-03	1.860145e-01	3.916534e-01	2.231641e-01	2.096727e+00	4.075996e+00	1.002574e-04	8.580948e-01	
0	42	31	-8.755599e-01	-9.103956e-01	1	6.975177e-03	1.865632e-01	3.610216e-01	2.233354e-01	3.040215e+00	4.080423e+00	1.002214e-04	8.565458e-01	
0	42	32	-9.062340e-01	-8.539695e-01	1	6.711172e-03	1.165093e-01	3.908758e-01	2.231638e-01	3.006914e+00	3.437170e+00	1.002574e-04	8.568675e-01	
0	47	1	-9.064978e-01	-8.502636e-01	1	1.000000e+14	1.100595e-01	7.344791e-01	2.235168e-01	2.546980e+00	1.342941e+01	1.000989e-04	8.535452e-01	
0	47	2	-8.628710e-01	-9.130827e-01	1	1.000000e+14	2.006581e-01	7.599958e-01	2.233807e-01	3.069033e+00	3.437170e+00	1.002618e-04	8.567658e-01	
0	47	3	-8.928087e-01	-8.990844e-01	1	1.416673e-01	1.598145e-01	1.502111e-01	2.231585e-01	1.979140e+00	3.399280e+00	1.002256e-04	8.539369e-01	
0	47	4	-8.973133e-01	-8.926744e-01	1	1.045601e-01	1.471059e-01	7.164262e-01	2.233801e-01	1.674496e+01	4.465056e+00	1.002205e-04	8.541873e-01	
0	47	5	-9.052045e-01	-8.681740e-01	1	1.009248e-01	1.258330e-01	1.008339e-01	2.235170e-01	3.878193e+00	1.405055e+01	1.001920e-04	8.537009e-01	
0	47	6	-8.898298e-01	-9.026884e-01	1	1.004672e-01	1.616589e-01	7.296458e-01	2.236142e-01	3.088174e+00	1.206606e+00	1.002967e-04	8.521140e-01	
0	47	7	-8.850760e-01	-9.054750e-01	1	9.612297e-02	1.737266e-01	1.187837e-01	2.231641e-01	2.206474e+00	3.437170e+00	1.000770e-04	8.567769e-01	
0	47	8	-9.059436e-01	-8.587555e-01	1	8.505235e-02	1.208705e-01	1.187837e-01	2.231641e-01	2.206474e+00	3.437170e+00	1.002574e-04	8.567769e-01	
0	47	9	-8.816677e-01	-9.076287e-01	1	7.621900e-02	1.753191e-01	6.875919e-01	2.233424e-01	3.076343e+00	1.520712e+00	1.002571e-04	8.567800e-01	
0	47	10	-8.750510e-01	-9.106854e-01	1	7.501933e-02	1.872854e-01	3.599025e-01	2.233806e-01	1.150672e+00	4.159781e+00	1.001920e-04	8.537009e-01	
0	47	11	-8.994498e-01	-8.886559e-01	1	7.163390e-02	1.420619e-01	7.194807e-01	2.233854e-01	1.674496e+01	4.099601e+00	1.002207e-04	8.539400e-01	
0	47	12	-8.909695e-01	-9.013386e-01	1	6.282716e-02	1.597716e-01	7.155171e-01	2.233424e-01	3.046045e+00	1.520712e+00	1.000343e-04	8.539732e-01	
0	47	13	-9.036798e-01	-8.759183e-01	1	6.281763e-02	1.325511e-01	1.008339e-01	2.235340e-01	1.150672e+00	4.206510e+00	1.001930e-04	8.537016e-01	
0	47	14	-8.787937e-01	-9.088277e-01	1	5.946253e-02	1.848773e-01	1.187837e-01	2.160890e-01	2.196206e+00	7.270784e-01	1.000295e-04	8.567754e-01	
0	47	15	-9.031779e-01	-8.798380e-01	1	5.913981e-02	1.315185e-01	6.814544e-01	2.233817e-01	3.088119e+00	4.106870e+00	1.002968e-04	8.509656e-01	
0	47	16	-9.006771e-01	-8.859295e-01	1	5.856400e-02	1.422010e-01	1.000066e-01	2.235776e-01	3.117755e+00	4.129646e+00	1.000936e-04	8.536504e-01	
0	47	17	-8.779018e-01	-9.096769e-01	1	5.768104e-02	1.846629e-01	1.303885e-01	2.237206e-01	3.886339e+00	3.343975e+00	1.002080e-04	8.536992e-01	
0	47	18	-8.981871e-01	-8.913440e-01	1	5.397981e-02	1.449834e-01	7.344791e-01	2.235168e-01	1.640472e+01	1.342941e+01	1.002219e-04	8.536359e-01	
0	47	19	-9.042055e-01	-8.734255e-01	1	4.590018e-02	1.302722e-01	1.419881e-01	2.231670e-01	2.108293e+00	1.320123e+01	1.000925e-04	8.541125e-01	
0	47	20	-8.721218e-01	-9.114832e-01	1	4.455079e-02	1.886982e-01	7.291432e-01	2.236085e-01	3.089250e+00	4.767405e+00	1.000936e-04	8.540092e-01	
0	47	21	-8.691485e-01	-9.120954e-01	1	4.198673e-02	1.926950e-01	7.296458e-01	2.236157e-01	3.088348e+00	4.522428e+00	1.002961e-04	8.539883e-01	
0	47	22	-9.013475e-01	-8.840306e-01	1	3.951617e-02	1.368748e-01	7.344791e-01	2.237395e-01	1.766192e+01	1.342941e+01	1.002206e-04	8.539266e-01	
0	47	23	-8.665684e-01	-9.126151e-01	1	3.843317e-02	2.006581e-01	1.187837e-01	2.231641e-01	3.057341e+00	3.517547e+00	1.002978e-04	8.567769e-01	
0	47	24	-9.021459e-01	-8.811398e-01	1	3.762794e-02	1.355299e-01	7.344791e-01	2.160588e-01	1.636809e+01	4.903255e+00	1.002207e-04	8.539266e-01	
0	47	25	-9.059721e-01	-8.585934e-01	1	3.711369e-02	1.206464e-01	1.187837e-01	2.237435e-01	2.206474e+00	3.460135e+00	1.002574e-04	8.567761e-01	
0	47	26	-8.839686e-01	-9.067031e-01	1	3.674332e-02	1.755255e-01	1.187837e-01	2.231587e-01	2.206299e+00	3.393846e+00	1.002181e-04	8.535601e-01	
0	47	27	-9.062165e-01	-8.544856e-01	1	3.653066e-02	1.167335e-01	3.916534e-01	2.231609e-01	2.206474e+00	3.437201e+00	1.002606e-04	8.566793e-01	
0	47	28	-9.045880e-01	-8.714592e-01	1	3.575904e-02	1.285727e-01	1.303885e-01	2.237206e-01	3.886339e+00	3.296038e+00	1.002240e-04	8.536992e-01	
0	47	29	-8.652706e-01	-9.127922e-01	1	3.561971e-02	2.023667e-01	1.187837e-01	2.231587e-01	2.206299e+00	3.393846e+00	1.002576e-04	8.567769e-01	
0	47	30	-9.064574e-01	-8.528079e-01	1	3.455376e-02	1.119658e-01	7.194807e-01	2.233854e-01	3.991336e+00	4.099601e+00	1.000977e-04	8.539403e-01	
0	47	31	-8.725446e-01	-9.113883e-01	1	3.431997e-02	1.881162e-01	7.296458e-01	2.236102e-01	2.358734e+00	4.484538e+00	1.003001e-04	8.539883e-01	
0	47	32	-8.689115e-01	-9.121357e-01	1	3.370595e-02	1.927941e-01	7.592061e-01	2.236157e-01	3.088348e+00	4.522428e+00	1.002961e-04	8.539883e-01	
0	52	1	-8.635467e-01	-9.134532e-01	1	1.000000e+14	1.997421e-01	7.598662e-01	2.236191e-01	3.088120e+00	4.106870e+00	1.002938e-04	8.643874e-01	
0	52	2	-9.065046e-01	-8.478168e-01	1	1.000000e+14	1.099559e-01	7.808069e-01	2.237469e-01	3.083181e+00	1.478568e+01	1.000781e-04	8.563870e-01	
0	52	3	-8.975708e-01	-8.938060e-01	1	1.201341e-01	1.466934e-01	6.882761e-01	2.233818e-01	1.685424e+01	4.106870e+00	1.000560e-04	8.509656e-01	
0	52	4	-8.928182e-01	-8.991728e-01	1	1.011209e-01	1.598145e-01	1.471102e-01	2.231585e-01	2.236465e+00	3.277334e+00	1.002218e-04	8.536407e-01	
0	52	5	-9.002379e-01	-8.870903e-01	1	8.913420e-02	1.433756e-01	1.098507e-01	2.233854e-01	2.109913e+00	2.104564e+00	1.000812e-04	8.535301e-01	
0	52	6	-8.822612e-01	-9.077500e-01	1	7.679671e-02	1.739132e-01	7.598662e-01	2.233817e-01	2.222504e+00	3.306133e+00	1.002099e-04	8.536739e-01	
0	52	7	-9.060696e-01	-8.623059e-01	1	7.476939e-02	1.197354e-01	1.182976e-01	2.231585e-01	1.979140e+00	3.400962e+00	1.002256e-04	8.508787e-01	
0	52	8	-8.856140e-01	-9.061483e-01	1	6.229992e-02	1.728430e-01	1.187837e-01	2.231571e-01	2.194862e+00	3.437170e+00	1.001069e-04	8.509522e-01	
0	52	9	-8.985613e-01	-8.905422e-01	1	5.826808e-02	1.449834e-01	5.827452e-01	2.235169e-01	1.640472e+01	1.320260e+01	1.002572e-04	8.536359e-01	
0	52	10	-8.770568e-01	-9.101291e-01	1	5.787686e-02	1.861264e-01	1.158063e-01	2.231609e-01	3.945666e+00	4.767405e+00	1.001911e-04	8.504195e-01	
0	52	11	-9.064575e-01	-8.528165e-01	1	5.787641e-02	1.119658e-01	7.194807e-01	2.233947e-01	3.991336e+00	4.102611e+00	1.000956e-04	8.539403e-01	
0	52	12	-8.898321e-01	-9.027520e-01	1	5.750600e-02	1.616589e-01	7.296458e-01	2.235945e-01	3.072509e+00	3.411527e+00	1.002108e-04	8.521140e-01	
